longitude,latitude,WMO
degrees_east,degrees_north,
-150.034,-3.639,5100521
-150.126,-3.645,5100521
-150.248,-3.648,5100521
-150.34,-3.667,5100521
-150.46,-3.705,5100521
-150.594,-3.737,5100521
-150.724,-3.752,5100521
-150.839,-3.774,5100521
-150.961,-3.787,5100521
-151.076,-3.794,5100521
-151.193,-3.791,5100521
-151.319,-3.821,5100521
-151.447,-3.834,5100521
-151.579,-3.864,5100521
-151.728,-3.899,5100521
-151.852,-3.939,5100521
-151.977,-3.983,5100521
-152.083,-4.038,5100521
-152.185,-4.045,5100521
-152.285,-4.022,5100521
-152.383,-4.004,5100521
-152.488,-3.96,5100521
-152.603,-3.906,5100521
-152.69,-3.844,5100521
-152.792,-3.798,5100521
-152.901,-3.728,5100521
-153.044,-3.639,5100521
-153.177,-3.55,5100521
-153.302,-3.477,5100521
-153.408,-3.408,5100521
-153.484,-3.35,5100521
-153.561,-3.304,5100521
-153.627,-3.286,5100521
-153.67,-3.314,5100521
-153.706,-3.335,5100521
-153.722,-3.35,5100521
-153.742,-3.35,5100521
-153.744,-3.372,5100521
-153.764,-3.367,5100521
-153.77,-3.356,5100521
-153.796,-3.359,5100521
-153.819,-3.373,5100521
-153.836,-3.352,5100521
-153.841,-3.365,5100521
-153.881,-3.361,5100521
-153.902,-3.378,5100521
-153.942,-3.382,5100521
-153.966,-3.413,5100521
-153.999,-3.453,5100521
-154.007,-3.511,5100521
-154.026,-3.559,5100521
-154.039,-3.629,5100521
-154.06,-3.661,5100521
-154.068,-3.705,5100521
-154.091,-3.726,5100521
-154.105,-3.745,5100521
-154.125,-3.772,5100521
-154.15,-3.795,5100521
-154.191,-3.817,5100521
-154.237,-3.864,5100521
-154.27,-3.907,5100521
-154.317,-3.985,5100521
-154.366,-4.049,5100521
-154.371,-4.118,5100521
-154.397,-4.181,5100521
-154.421,-4.232,5100521
-154.437,-4.266,5100521
-154.451,-4.288,5100521
-154.46,-4.301,5100521
-154.508,-4.289,5100521
-154.554,-4.295,5100521
-154.601,-4.316,5100521
-154.652,-4.339,5100521
-154.704,-4.367,5100521
-154.737,-4.401,5100521
-154.788,-4.438,5100521
-154.808,-4.496,5100521
-154.888,-4.515,5100521
-154.933,-4.552,5100521
-154.989,-4.588,5100521
-155.033,-4.621,5100521
-155.086,-4.658,5100521
-155.129,-4.713,5100521
-155.169,-4.735,5100521
-155.204,-4.757,5100521
-155.238,-4.754,5100521
-155.284,-4.765,5100521
-155.324,-4.778,5100521
-155.363,-4.784,5100521
-155.391,-4.798,5100521
-155.431,-4.83,5100521
-155.462,-4.84,5100521
-155.486,-4.848,5100521
-155.504,-4.857,5100521
-155.508,-4.879,5100521
-155.505,-4.882,5100521
-155.511,-4.871,5100521
-155.511,-4.85,5100521
-155.535,-4.802,5100521
-155.557,-4.766,5100521
-155.611,-4.721,5100521
-155.656,-4.666,5100521
-155.719,-4.62,5100521
-155.785,-4.607,5100521
-155.843,-4.591,5100521
-155.901,-4.575,5100521
-155.956,-4.55,5100521
-156.028,-4.541,5100521
-156.11,-4.552,5100521
-156.149,-4.505,5100521
-156.201,-4.548,5100521
-156.256,-4.553,5100521
-156.32,-4.549,5100521
-156.362,-4.537,5100521
-156.41,-4.53,5100521
-156.459,-4.52,5100521
-156.503,-4.519,5100521
-156.56,-4.518,5100521
-156.621,-4.519,5100521
-156.683,-4.501,5100521
-156.746,-4.483,5100521
-156.807,-4.466,5100521
-156.884,-4.444,5100521
-156.95,-4.418,5100521
-157.025,-4.39,5100521
-157.086,-4.365,5100521
-157.192,-4.348,5100521
-157.297,-4.342,5100521
-157.409,-4.347,5100521
-157.511,-4.359,5100521
-157.628,-4.371,5100521
-157.727,-4.402,5100521
-157.83,-4.439,5100521
-157.923,-4.491,5100521
-157.995,-4.53,5100521
-158.039,-4.603,5100521
-158.11,-4.663,5100521
-158.178,-4.726,5100521
-158.23,-4.796,5100521
-158.261,-4.869,5100521
-158.289,-4.93,5100521
-158.329,-4.972,5100521
-158.391,-4.994,5100521
-158.684,-4.987,5100521
-158.77,-4.959,5100521
-158.859,-4.953,5100521
-158.945,-4.953,5100521
-159.018,-4.946,5100521
-159.099,-4.953,5100521
-159.176,-4.986,5100521
-159.812,-4.997,5100521
-159.896,-4.971,5100521
-159.974,-4.958,5100521
-154.785,3.148,5100642
-154.817,3.212,5100642
-154.868,3.275,5100642
-154.931,3.341,5100642
-155.007,3.419,5100642
-155.066,3.503,5100642
-155.13,3.597,5100642
-155.193,3.679,5100642
-155.242,3.77,5100642
-155.279,3.867,5100642
-155.314,3.956,5100642
-155.352,4.036,5100642
-155.357,4.097,5100642
-155.375,4.171,5100642
-155.395,4.231,5100642
-155.433,4.285,5100642
-155.47,4.345,5100642
-155.534,4.395,5100642
-155.598,4.441,5100642
-155.648,4.517,5100642
-155.735,4.619,5100642
-155.805,4.729,5100642
-155.886,4.834,5100642
-155.98,4.94,5100642
-158.127,4.997,5100642
-158.133,4.954,5100642
-158.159,4.912,5100642
-158.18,4.872,5100642
-158.214,4.838,5100642
-158.226,4.813,5100642
-158.247,4.818,5100642
-158.26,4.801,5100642
-158.268,4.81,5100642
-158.266,4.816,5100642
-158.257,4.813,5100642
-158.238,4.802,5100642
-158.232,4.794,5100642
-158.23,4.79,5100642
-158.223,4.792,5100642
-158.231,4.798,5100642
-158.22,4.823,5100642
-158.227,4.85,5100642
-158.235,4.881,5100642
-158.248,4.914,5100642
-158.241,4.957,5100642
-158.246,4.973,5100642
-158.248,4.993,5100642
-157.263,4.996,5100642
-157.217,4.868,5100642
-157.189,4.742,5100642
-157.145,4.619,5100642
-157.109,4.501,5100642
-157.068,4.392,5100642
-157.064,4.303,5100642
-157.038,4.227,5100642
-157.01,4.141,5100642
-157.007,4.05,5100642
-156.994,3.976,5100642
-156.959,3.912,5100642
-156.938,3.83,5100642
-156.948,3.757,5100642
-156.951,3.705,5100642
-156.958,3.643,5100642
-156.959,3.582,5100642
-156.986,3.51,5100642
-157.024,3.465,5100642
-157.053,3.424,5100642
-157.096,3.395,5100642
-157.123,3.373,5100642
-157.142,3.355,5100642
-157.151,3.358,5100642
-157.157,3.36,5100642
-157.155,3.356,5100642
-157.172,3.337,5100642
-157.226,3.338,5100642
-157.262,3.336,5100642
-157.31,3.339,5100642
-157.374,3.359,5100642
-157.414,3.403,5100642
-157.447,3.433,5100642
-157.487,3.478,5100642
-157.505,3.512,5100642
-157.526,3.576,5100642
-157.531,3.63,5100642
-157.541,3.689,5100642
-157.544,3.715,5100642
-157.559,3.763,5100642
-157.56,3.808,5100642
-157.562,3.857,5100642
-157.56,3.89,5100642
-157.556,3.923,5100642
-157.538,3.966,5100642
-157.534,3.994,5100642
-157.499,4.024,5100642
-157.49,4.057,5100642
-157.477,4.106,5100642
-157.458,4.126,5100642
-157.441,4.137,5100642
-157.447,4.139,5100642
-157.485,4.151,5100642
-157.532,4.181,5100642
-157.565,4.239,5100642
-157.559,4.334,5100642
-157.533,4.423,5100642
-157.511,4.518,5100642
-157.471,4.611,5100642
-157.433,4.681,5100642
-157.424,4.762,5100642
-157.418,4.831,5100642
-157.413,4.917,5100642
-157.402,4.997,5100642
-155.177,0.051,5100520
-155.292,0.09,5100520
-155.435,0.111,5100520
-155.511,0.134,5100520
-155.622,0.142,5100520
-155.735,0.151,5100520
-155.83,0.161,5100520
-155.914,0.166,5100520
-156.02,0.18,5100520
-156.106,0.191,5100520
-156.211,0.192,5100520
-156.311,0.196,5100520
-156.412,0.198,5100520
-156.506,0.213,5100520
-156.605,0.228,5100520
-156.709,0.227,5100520
-156.825,0.212,5100520
-156.933,0.202,5100520
-157.023,0.202,5100520
-157.142,0.173,5100520
-157.259,0.149,5100520
-157.36,0.122,5100520
-157.455,0.091,5100520
-157.56,0.045,5100520
-157.66,0.011,5100520
-157.748,-0.019,5100520
-157.843,-0.061,5100520
-157.946,-0.125,5100520
-158.066,-0.193,5100520
-158.19,-0.259,5100520
-158.324,-0.339,5100520
-158.456,-0.384,5100520
-158.561,-0.41,5100520
-158.684,-0.436,5100520
-158.788,-0.465,5100520
-158.873,-0.489,5100520
-158.971,-0.537,5100520
-159.064,-0.575,5100520
-159.165,-0.625,5100520
-159.257,-0.66,5100520
-159.364,-0.719,5100520
-159.469,-0.769,5100520
-159.564,-0.81,5100520
-159.674,-0.857,5100520
-159.731,-0.891,5100520
-159.816,-0.924,5100520
-159.894,-0.97,5100520
-159.973,-0.993,5100520
-150.059,-2.305,3200624
-150.232,-2.258,3200624
-150.387,-2.23,3200624
-150.515,-2.215,3200624
-150.651,-2.21,3200624
-150.773,-2.22,3200624
-150.902,-2.214,3200624
-151.025,-2.206,3200624
-151.14,-2.203,3200624
-151.259,-2.213,3200624
-151.392,-2.215,3200624
-151.512,-2.213,3200624
-151.631,-2.217,3200624
-151.743,-2.209,3200624
-151.872,-2.21,3200624
-151.986,-2.214,3200624
-152.114,-2.237,3200624
-152.222,-2.279,3200624
-152.329,-2.322,3200624
-152.42,-2.36,3200624
-152.512,-2.387,3200624
-152.597,-2.413,3200624
-152.672,-2.436,3200624
-152.747,-2.453,3200624
-152.812,-2.469,3200624
-152.86,-2.485,3200624
-152.915,-2.506,3200624
-152.966,-2.524,3200624
-153.022,-2.525,3200624
-153.077,-2.517,3200624
-153.119,-2.537,3200624
-153.16,-2.539,3200624
-153.185,-2.528,3200624
-153.224,-2.528,3200624
-153.264,-2.515,3200624
-153.292,-2.514,3200624
-153.32,-2.509,3200624
-153.369,-2.506,3200624
-153.394,-2.503,3200624
-153.415,-2.492,3200624
-153.436,-2.468,3200624
-153.451,-2.454,3200624
-153.461,-2.452,3200624
-153.48,-2.439,3200624
-153.506,-2.43,3200624
-153.519,-2.402,3200624
-153.572,-2.406,3200624
-153.607,-2.405,3200624
-153.636,-2.416,3200624
-153.66,-2.423,3200624
-153.681,-2.44,3200624
-153.692,-2.451,3200624
-153.705,-2.459,3200624
-153.709,-2.462,3200624
-153.721,-2.492,3200624
-153.739,-2.509,3200624
-153.748,-2.516,3200624
-153.76,-2.525,3200624
-153.791,-2.548,3200624
-153.819,-2.582,3200624
-153.843,-2.628,3200624
-153.875,-2.686,3200624
-153.885,-2.734,3200624
-153.905,-2.814,3200624
-153.924,-2.874,3200624
-153.954,-2.919,3200624
-153.986,-2.956,3200624
-154.005,-2.993,3200624
-154.038,-3.029,3200624
-154.072,-3.057,3200624
-154.11,-3.082,3200624
-154.126,-3.106,3200624
-154.161,-3.153,3200624
-154.202,-3.198,3200624
-154.233,-3.231,3200624
-154.243,-3.296,3200624
-154.264,-3.365,3200624
-154.296,-3.442,3200624
-154.327,-3.504,3200624
-154.33,-3.574,3200624
-154.341,-3.626,3200624
-154.356,-3.669,3200624
-154.392,-3.677,3200624
-154.425,-3.693,3200624
-154.481,-3.718,3200624
-154.546,-3.764,3200624
-154.618,-3.783,3200624
-154.677,-3.82,3200624
-154.737,-3.842,3200624
-154.798,-3.865,3200624
-154.848,-3.88,3200624
-154.899,-3.881,3200624
-154.955,-3.894,3200624
-155.017,-3.9,3200624
-155.074,-3.921,3200624
-155.106,-3.929,3200624
-155.124,-3.941,3200624
-155.14,-3.925,3200624
-155.183,-3.892,3200624
-155.24,-3.841,3200624
-155.302,-3.791,3200624
-155.389,-3.745,3200624
-155.48,-3.691,3200624
-155.566,-3.651,3200624
-155.67,-3.629,3200624
-155.771,-3.601,3200624
-155.858,-3.578,3200624
-155.936,-3.562,3200624
-155.997,-3.551,3200624
-156.058,-3.551,3200624
-156.1,-3.545,3200624
-156.13,-3.53,3200624
-156.143,-3.509,3200624
-156.17,-3.49,3200624
-156.214,-3.471,3200624
-156.218,-3.434,3200624
-156.233,-3.387,3200624
-156.245,-3.337,3200624
-156.268,-3.287,3200624
-156.28,-3.223,3200624
-156.313,-3.175,3200624
-156.339,-3.129,3200624
-156.391,-3.08,3200624
-156.439,-3.029,3200624
-156.475,-2.981,3200624
-156.512,-2.92,3200624
-156.569,-2.865,3200624
-156.625,-2.822,3200624
-156.685,-2.806,3200624
-156.729,-2.794,3200624
-156.799,-2.783,3200624
-156.839,-2.768,3200624
-156.903,-2.769,3200624
-156.959,-2.761,3200624
-157.012,-2.752,3200624
-157.073,-2.74,3200624
-157.135,-2.748,3200624
-157.186,-2.739,3200624
-157.246,-2.756,3200624
-157.285,-2.757,3200624
-157.322,-2.768,3200624
-157.374,-2.778,3200624
-157.416,-2.784,3200624
-157.439,-2.78,3200624
-157.454,-2.763,3200624
-157.483,-2.742,3200624
-157.509,-2.719,3200624
-157.531,-2.691,3200624
-157.547,-2.658,3200624
-157.582,-2.633,3200624
-157.621,-2.616,3200624
-157.67,-2.587,3200624
-157.719,-2.55,3200624
-157.784,-2.515,3200624
-157.835,-2.47,3200624
-157.886,-2.437,3200624
-157.948,-2.39,3200624
-158.013,-2.356,3200624
-158.092,-2.319,3200624
-158.157,-2.267,3200624
-158.231,-2.231,3200624
-158.32,-2.21,3200624
-158.412,-2.214,3200624
-158.483,-2.22,3200624
-158.561,-2.242,3200624
-158.665,-2.267,3200624
-158.708,-2.295,3200624
-158.784,-2.305,3200624
-158.845,-2.342,3200624
-158.919,-2.355,3200624
-158.996,-2.356,3200624
-159.046,-2.373,3200624
-159.09,-2.396,3200624
-159.127,-2.421,3200624
-159.158,-2.428,3200624
-159.182,-2.433,3200624
-159.197,-2.432,3200624
-159.206,-2.447,3200624
-159.223,-2.455,3200624
-159.226,-2.466,3200624
-159.217,-2.437,3200624
-159.215,-2.439,3200624
-159.206,-2.417,3200624
-159.195,-2.406,3200624
-159.199,-2.38,3200624
-159.197,-2.351,3200624
-159.215,-2.303,3200624
-159.245,-2.27,3200624
-159.308,-2.226,3200624
-159.348,-2.166,3200624
-159.42,-2.097,3200624
-159.477,-2.039,3200624
-159.585,-1.996,3200624
-159.663,-1.942,3200624
-159.751,-1.906,3200624
-159.813,-1.878,3200624
-159.887,-1.855,3200624
-159.967,-1.82,3200624
-151.786,-4.944,5100517
-151.857,-4.882,5100517
-151.927,-4.815,5100517
-152.002,-4.753,5100517
-152.087,-4.688,5100517
-152.171,-4.643,5100517
-152.255,-4.595,5100517
-152.339,-4.53,5100517
-152.422,-4.475,5100517
-152.506,-4.42,5100517
-152.599,-4.379,5100517
-152.688,-4.338,5100517
-152.768,-4.29,5100517
-152.857,-4.262,5100517
-152.945,-4.229,5100517
-153.035,-4.204,5100517
-153.121,-4.183,5100517
-153.212,-4.181,5100517
-153.293,-4.169,5100517
-153.372,-4.166,5100517
-153.453,-4.158,5100517
-153.539,-4.145,5100517
-153.617,-4.118,5100517
-153.703,-4.104,5100517
-153.77,-4.08,5100517
-153.86,-4.073,5100517
-153.935,-4.062,5100517
-154.012,-4.061,5100517
-154.096,-4.052,5100517
-154.175,-4.03,5100517
-154.251,-4.017,5100517
-154.335,-4.018,5100517
-154.417,-4.027,5100517
-154.496,-4.047,5100517
-154.566,-4.068,5100517
-154.631,-4.087,5100517
-154.689,-4.096,5100517
-154.744,-4.108,5100517
-154.794,-4.105,5100517
-154.856,-4.102,5100517
-154.907,-4.12,5100517
-154.973,-4.13,5100517
-155.041,-4.129,5100517
-155.112,-4.116,5100517
-155.17,-4.135,5100517
-155.238,-4.111,5100517
-155.295,-4.135,5100517
-155.352,-4.163,5100517
-155.414,-4.187,5100517
-155.473,-4.216,5100517
-155.524,-4.25,5100517
-155.543,-4.276,5100517
-155.564,-4.31,5100517
-155.586,-4.338,5100517
-155.614,-4.357,5100517
-155.642,-4.368,5100517
-155.67,-4.388,5100517
-155.702,-4.42,5100517
-155.724,-4.457,5100517
-155.743,-4.461,5100517
-155.775,-4.458,5100517
-155.797,-4.46,5100517
-155.82,-4.459,5100517
-155.857,-4.448,5100517
-155.898,-4.452,5100517
-155.93,-4.456,5100517
-155.96,-4.462,5100517
-155.988,-4.463,5100517
-156.035,-4.47,5100517
-156.08,-4.48,5100517
-156.133,-4.482,5100517
-156.172,-4.49,5100517
-156.219,-4.504,5100517
-156.255,-4.524,5100517
-156.289,-4.556,5100517
-156.306,-4.566,5100517
-156.318,-4.574,5100517
-156.323,-4.597,5100517
-156.332,-4.61,5100517
-156.339,-4.632,5100517
-156.335,-4.628,5100517
-156.354,-4.647,5100517
-156.345,-4.658,5100517
-156.324,-4.644,5100517
-156.311,-4.616,5100517
-156.314,-4.587,5100517
-156.31,-4.554,5100517
-156.309,-4.528,5100517
-156.295,-4.504,5100517
-156.289,-4.486,5100517
-156.278,-4.46,5100517
-156.273,-4.429,5100517
-156.281,-4.384,5100517
-156.302,-4.358,5100517
-156.324,-4.326,5100517
-156.35,-4.292,5100517
-156.38,-4.271,5100517
-156.403,-4.238,5100517
-156.434,-4.243,5100517
-156.466,-4.235,5100517
-156.492,-4.222,5100517
-156.521,-4.209,5100517
-156.547,-4.185,5100517
-156.552,-4.164,5100517
-156.572,-4.152,5100517
-156.585,-4.15,5100517
-156.607,-4.151,5100517
-156.614,-4.147,5100517
-156.614,-4.137,5100517
-156.608,-4.124,5100517
-156.641,-4.095,5100517
-156.625,-4.077,5100517
-156.636,-4.051,5100517
-156.648,-4.021,5100517
-156.681,-3.991,5100517
-156.701,-3.973,5100517
-156.718,-3.967,5100517
-156.751,-3.973,5100517
-156.78,-3.965,5100517
-156.822,-3.958,5100517
-156.885,-3.974,5100517
-156.948,-3.997,5100517
-157.018,-3.996,5100517
-157.069,-3.99,5100517
-157.121,-3.963,5100517
-157.197,-3.951,5100517
-157.257,-3.932,5100517
-157.32,-3.905,5100517
-157.4,-3.904,5100517
-157.485,-3.906,5100517
-157.58,-3.913,5100517
-157.665,-3.923,5100517
-157.764,-3.934,5100517
-157.858,-3.946,5100517
-157.941,-3.952,5100517
-157.996,-3.966,5100517
-158.059,-3.971,5100517
-158.13,-3.98,5100517
-158.202,-3.975,5100517
-158.275,-3.994,5100517
-158.36,-4.028,5100517
-158.444,-4.081,5100517
-158.528,-4.111,5100517
-158.628,-4.14,5100517
-158.695,-4.147,5100517
-158.761,-4.154,5100517
-158.828,-4.15,5100517
-158.885,-4.141,5100517
-158.952,-4.127,5100517
-159.041,-4.12,5100517
-159.116,-4.11,5100517
-159.211,-4.107,5100517
-159.313,-4.109,5100517
-159.425,-4.123,5100517
-159.534,-4.14,5100517
-159.632,-4.165,5100517
-159.737,-4.194,5100517
-159.843,-4.211,5100517
-159.947,-4.219,5100517
-155.345,1.931,5100523
-155.52,1.902,5100523
-155.679,1.87,5100523
-155.873,1.857,5100523
-156.065,1.835,5100523
-156.266,1.808,5100523
-156.45,1.788,5100523
-156.627,1.779,5100523
-156.798,1.755,5100523
-156.94,1.716,5100523
-157.079,1.656,5100523
-157.301,1.571,5100523
-157.548,1.55,5100523
-157.745,1.58,5100523
-157.948,1.645,5100523
-158.087,1.735,5100523
-158.14,1.885,5100523
-158.1,2.019,5100523
-158.107,2.134,5100523
-158.246,2.226,5100523
-158.43,2.287,5100523
-158.675,2.26,5100523
-158.876,2.168,5100523
-158.975,2.063,5100523
-159.065,2.035,5100523
-159.123,2.107,5100523
-159.237,2.215,5100523
-159.437,2.254,5100523
-159.623,2.218,5100523
-159.772,2.171,5100523
-159.868,2.15,5100523
-159.925,2.207,5100523
-159.982,2.304,5100523
-155.195,-1.987,5100527
-155.285,-1.962,5100527
-155.377,-1.941,5100527
-155.479,-1.902,5100527
-155.561,-1.885,5100527
-155.658,-1.88,5100527
-155.742,-1.85,5100527
-155.843,-1.84,5100527
-155.933,-1.82,5100527
-156.005,-1.81,5100527
-156.093,-1.789,5100527
-156.191,-1.788,5100527
-156.279,-1.79,5100527
-156.369,-1.786,5100527
-156.463,-1.793,5100527
-156.56,-1.799,5100527
-156.663,-1.815,5100527
-156.75,-1.826,5100527
-156.832,-1.846,5100527
-156.924,-1.867,5100527
-157.006,-1.88,5100527
-157.077,-1.885,5100527
-157.141,-1.904,5100527
-157.209,-1.92,5100527
-157.279,-1.945,5100527
-157.333,-1.969,5100527
-157.397,-1.988,5100527
-157.458,-2.0,5100527
-157.515,-1.998,5100527
-157.567,-1.991,5100527
-157.617,-1.983,5100527
-157.655,-1.973,5100527
-157.701,-1.966,5100527
-157.753,-1.97,5100527
-157.801,-1.973,5100527
-157.84,-1.981,5100527
-157.902,-1.998,5100527
-157.957,-2.013,5100527
-158.009,-2.022,5100527
-158.06,-2.038,5100527
-158.103,-2.046,5100527
-158.144,-2.047,5100527
-158.2,-2.033,5100527
-158.243,-2.039,5100527
-158.295,-2.024,5100527
-158.346,-2.041,5100527
-158.398,-2.029,5100527
-158.456,-2.031,5100527
-158.504,-2.027,5100527
-158.558,-2.024,5100527
-158.593,-2.007,5100527
-158.626,-2.011,5100527
-158.677,-2.002,5100527
-158.718,-1.991,5100527
-158.757,-1.973,5100527
-158.798,-1.962,5100527
-158.835,-1.928,5100527
-158.883,-1.893,5100527
-158.944,-1.877,5100527
-158.996,-1.862,5100527
-159.046,-1.866,5100527
-159.092,-1.891,5100527
-159.148,-1.915,5100527
-159.181,-1.925,5100527
-159.223,-1.939,5100527
-159.25,-1.961,5100527
-159.287,-1.974,5100527
-159.322,-1.988,5100527
-159.373,-1.988,5100527
-159.411,-1.991,5100527
-159.462,-1.987,5100527
-159.506,-1.989,5100527
-159.554,-1.977,5100527
-159.603,-1.992,5100527
-159.653,-1.992,5100527
-159.707,-1.977,5100527
-159.754,-1.964,5100527
-159.818,-1.946,5100527
-159.872,-1.949,5100527
-159.946,-1.962,5100527
-159.998,-1.962,5100527
-150.025,-3.578,5100736
-150.061,-3.575,5100736
-150.103,-3.579,5100736
-150.143,-3.587,5100736
-150.176,-3.595,5100736
-150.211,-3.618,5100736
-150.281,-3.648,5100736
-150.306,-3.669,5100736
-150.35,-3.694,5100736
-150.392,-3.75,5100736
-150.444,-3.779,5100736
-150.48,-3.821,5100736
-150.513,-3.875,5100736
-150.538,-3.911,5100736
-150.556,-3.948,5100736
-150.57,-3.954,5100736
-150.585,-3.966,5100736
-150.613,-3.989,5100736
-150.646,-4.017,5100736
-150.659,-4.033,5100736
-150.684,-4.057,5100736
-150.717,-4.085,5100736
-150.744,-4.121,5100736
-150.767,-4.161,5100736
-150.796,-4.19,5100736
-150.821,-4.228,5100736
-150.865,-4.246,5100736
-150.898,-4.247,5100736
-150.927,-4.245,5100736
-150.959,-4.234,5100736
-151.017,-4.231,5100736
-151.071,-4.232,5100736
-151.112,-4.22,5100736
-151.172,-4.244,5100736
-151.243,-4.268,5100736
-151.289,-4.3,5100736
-151.339,-4.33,5100736
-151.376,-4.359,5100736
-151.444,-4.396,5100736
-151.512,-4.434,5100736
-151.561,-4.45,5100736
-151.622,-4.474,5100736
-151.694,-4.478,5100736
-151.777,-4.5,5100736
-151.836,-4.508,5100736
-151.924,-4.538,5100736
-151.986,-4.559,5100736
-152.073,-4.588,5100736
-152.147,-4.612,5100736
-152.217,-4.636,5100736
-152.295,-4.673,5100736
-152.363,-4.717,5100736
-152.423,-4.763,5100736
-152.481,-4.824,5100736
-152.524,-4.861,5100736
-152.569,-4.926,5100736
-152.604,-4.988,5100736
-150.016,2.21,5100902
-150.105,2.183,5100902
-150.176,2.153,5100902
-150.253,2.147,5100902
-150.308,2.124,5100902
-150.391,2.099,5100902
-150.452,2.069,5100902
-150.5,2.048,5100902
-150.549,2.013,5100902
-150.599,2.004,5100902
-150.627,1.982,5100902
-150.661,1.984,5100902
-150.701,1.982,5100902
-150.746,1.99,5100902
-150.777,2.001,5100902
-150.798,2.014,5100902
-150.829,2.032,5100902
-150.861,2.04,5100902
-150.886,2.057,5100902
-150.9,2.085,5100902
-150.932,2.104,5100902
-150.972,2.121,5100902
-151.005,2.151,5100902
-151.023,2.187,5100902
-151.064,2.209,5100902
-151.098,2.243,5100902
-151.125,2.253,5100902
-151.174,2.283,5100902
-151.225,2.314,5100902
-151.277,2.324,5100902
-151.323,2.331,5100902
-151.371,2.321,5100902
-151.447,2.323,5100902
-151.521,2.313,5100902
-151.593,2.29,5100902
-151.678,2.267,5100902
-151.772,2.24,5100902
-151.89,2.244,5100902
-152.013,2.256,5100902
-152.138,2.255,5100902
-152.27,2.26,5100902
-152.388,2.256,5100902
-152.525,2.222,5100902
-152.667,2.186,5100902
-152.811,2.157,5100902
-152.951,2.11,5100902
-153.102,2.062,5100902
-153.245,2.001,5100902
-153.396,1.964,5100902
-153.552,1.918,5100902
-153.71,1.86,5100902
-153.861,1.821,5100902
-154.022,1.784,5100902
-154.179,1.739,5100902
-154.325,1.691,5100902
-154.474,1.65,5100902
-154.626,1.608,5100902
-154.771,1.578,5100902
-154.913,1.529,5100902
-155.058,1.499,5100902
-155.194,1.474,5100902
-155.335,1.46,5100902
-155.456,1.46,5100902
-155.582,1.486,5100902
-155.677,1.509,5100902
-155.796,1.52,5100902
-155.895,1.53,5100902
-156.005,1.541,5100902
-156.106,1.54,5100902
-156.219,1.52,5100902
-156.331,1.512,5100902
-156.445,1.492,5100902
-156.577,1.45,5100902
-156.696,1.426,5100902
-156.796,1.385,5100902
-156.926,1.348,5100902
-157.05,1.333,5100902
-157.206,1.275,5100902
-157.333,1.269,5100902
-157.498,1.247,5100902
-157.672,1.249,5100902
-157.835,1.252,5100902
-157.995,1.261,5100902
-158.114,1.309,5100902
-158.273,1.346,5100902
-158.44,1.377,5100902
-158.579,1.411,5100902
-158.72,1.473,5100902
-158.855,1.512,5100902
-158.985,1.554,5100902
-159.113,1.592,5100902
-159.235,1.625,5100902
-159.383,1.674,5100902
-159.527,1.728,5100902
-159.662,1.751,5100902
-159.785,1.788,5100902
-159.902,1.833,5100902
-150.149,-4.962,5100640
-150.225,-4.912,5100640
-150.287,-4.885,5100640
-150.377,-4.848,5100640
-150.465,-4.806,5100640
-150.557,-4.769,5100640
-150.659,-4.761,5100640
-150.754,-4.759,5100640
-150.852,-4.76,5100640
-150.943,-4.78,5100640
-151.023,-4.822,5100640
-151.085,-4.837,5100640
-151.121,-4.892,5100640
-151.176,-4.873,5100640
-151.201,-4.885,5100640
-151.239,-4.884,5100640
-151.256,-4.885,5100640
-151.287,-4.854,5100640
-151.286,-4.814,5100640
-151.314,-4.777,5100640
-151.332,-4.73,5100640
-151.367,-4.675,5100640
-151.397,-4.605,5100640
-151.436,-4.538,5100640
-151.481,-4.478,5100640
-151.528,-4.44,5100640
-151.576,-4.411,5100640
-151.617,-4.384,5100640
-151.668,-4.381,5100640
-151.696,-4.361,5100640
-151.736,-4.34,5100640
-151.782,-4.328,5100640
-151.807,-4.322,5100640
-151.84,-4.308,5100640
-151.866,-4.313,5100640
-151.893,-4.292,5100640
-151.904,-4.285,5100640
-151.934,-4.26,5100640
-151.938,-4.244,5100640
-151.965,-4.244,5100640
-151.969,-4.236,5100640
-151.987,-4.214,5100640
-151.997,-4.195,5100640
-152.013,-4.164,5100640
-152.024,-4.133,5100640
-152.058,-4.113,5100640
-152.072,-4.084,5100640
-152.099,-4.07,5100640
-152.137,-4.047,5100640
-152.161,-4.032,5100640
-152.184,-4.024,5100640
-152.194,-4.037,5100640
-152.221,-4.021,5100640
-152.236,-4.021,5100640
-152.236,-4.004,5100640
-152.253,-4.0,5100640
-152.272,-3.974,5100640
-152.284,-3.949,5100640
-152.296,-3.93,5100640
-152.318,-3.925,5100640
-152.339,-3.932,5100640
-152.358,-3.918,5100640
-152.372,-3.908,5100640
-152.381,-3.893,5100640
-152.432,-3.91,5100640
-152.438,-3.897,5100640
-152.452,-3.9,5100640
-152.476,-3.906,5100640
-152.489,-3.925,5100640
-152.484,-3.927,5100640
-152.488,-3.935,5100640
-152.495,-3.941,5100640
-152.516,-3.954,5100640
-152.528,-3.95,5100640
-152.574,-3.963,5100640
-152.582,-3.997,5100640
-152.588,-4.041,5100640
-152.572,-4.056,5100640
-152.572,-4.049,5100640
-152.573,-4.061,5100640
